dateissue,Value
13940805,69950.90
13940806,69946.50
13940809,69980.40
13940810,70094.80
13940811,70033.30
13940812,70025.80
13940813,70145.80
13940816,70241.60
13940817,70183.10
13940818,70228.80
13940819,70244.80
13940820,70208.40
13940823,70168.10
13940824,70068.10
13940825,70084.10
13940826,69869.20
13940827,69706.90
13940830,69694.10
13940901,69572.50
13940902,69311.90
13940903,69232.30
13940904,69226.60
13940907,69035.20
13940908,68978.70
13940909,68937.20
13940910,68726.50
13940914,68699.90
13940915,68432.60
13940916,68333.10
13940917,68310.30
13940918,68383.00
13940922,68244.50
13940923,68188.80
13940924,68279.40
13940925,68210.60
13940928,67559.30
13940929,67153.20
13940930,67146.60
13941001,67041.80
13941002,67016.80
13941005,66983.90
13941006,67136.40
13941007,67241.10
13941009,67655.80
13941012,67723.10
13941013,67784.70
13941014,67893.40
13941015,68466.50
13941016,69300.80
13941019,69372.10
13941020,69153.90
13941021,69672.50
13941022,69935.30
13941023,70743.30
13941026,72283.00
13941027,72635.50
13941028,71998.70
13941029,73117.40
13941030,73579.70
13941103,74590.10
13941104,75901.00
13941105,77022.10
13941106,79396.80
13941107,79361.10
13941110,79468.40
13941111,78754.20
13941112,80898.40
13941113,82074.60
13941114,82063.80
13941117,82673.90
13941118,83636.50
13941119,85151.10
13941120,87980.30
13941121,87098.30
13941124,85795.00
13941125,85721.70
13941126,86974.70
13941127,86439.40
13941128,87330.40
13941201,87345.60
13941202,86609.80
13941203,87349.20
13941204,87379.30
13941205,87358.20
13941208,87955.00
13941209,87214.90
13941210,86876.00
13941211,86974.80
13941212,86948.80
13941215,87622.40
13941216,88108.40
13941217,88639.50
13941218,88717.80
13941219,88952.00
13941222,90366.60
13941224,91515.40
13941225,91455.80
13941226,92557.00
13950107,93869.00
13950108,93830.50
13950109,93262.50
13950110,92676.30
13950111,94147.30
13950114,93908.30
13950115,92670.30
13950116,92718.10
13950117,93055.50
13950118,92935.00
13950121,93027.60
13950122,92533.10
13950123,92516.70
13950124,92008.50
13950125,90969.70
13950128,88479.50
13950129,87681.90
13950130,89097.80
13950131,89085.00
13950201,87227.90
13950204,87288.90
13950205,87754.10
13950206,88260.90
13950207,87780.50
13950208,87979.10
13950211,87933.30
13950212,87588.70
13950213,87557.00
13950214,87277.90
13950215,87128.80
13950218,86153.90
13950219,85545.60
13950220,85511.80
13950221,84822.60
13950222,84002.80
13950225,84488.60
13950226,84198.00
13950227,84294.60
13950228,84625.00
13950229,84928.00
13950301,85096.80
13950303,85594.90
13950304,85634.50
13950305,85746.30
13950308,85357.80
13950309,84986.80
13950310,85116.40
13950311,84817.50
13950312,84812.20
13950316,85089.50
13950317,85047.40
13950318,84633.00
13950319,84533.60
13950322,83168.70
13950323,82947.20
13950324,82887.90
13950325,81798.20
13950326,81918.10
13950329,82037.20
13950330,81118.60
13950331,80591.10
13950401,81122.90
13950402,82340.40
13950405,82329.00
13950406,82513.60
13950408,83331.10
13950409,83033.20
13950412,83011.20
13950413,83137.80
13950414,82789.20
13950415,82874.20
13950419,82435.00
13950420,82481.00
13950421,82521.50
13950422,82337.50
13950423,82326.10
13950426,82392.80
13950427,82962.30
13950428,82730.60
13950429,83154.80
13950430,83420.30
13950502,84072.50
13950503,84552.20
13950504,84981.20
13950505,84875.10
13950506,85535.20
13950510,86048.30
13950511,86054.10
13950512,86472.60
13950513,87483.70
13950516,87997.60
13950517,88294.90
13950518,87785.60
13950519,87799.60
13950520,87667.40
13950523,87670.20
13950524,87604.10
13950525,87140.80
13950526,87151.40
13950527,87192.80
13950530,87174.60
13950531,87269.90
13950601,87381.40
13950602,87132.40
13950603,87307.90
13950606,86876.70
13950607,86195.70
13950608,86166.10
13950609,86189.90
13950610,85898.70
13950613,85309.30
13950614,85023.40
13950615,84969.30
13950616,85255.60
13950617,85394.30
13950620,85129.20
13950621,85199.00
13950623,84993.50
13950624,84913.50
13950627,84518.80
13950628,84573.80
13950629,84717.40
13950631,84904.70
13950703,85615.50
13950704,85806.70
13950705,85641.10
13950706,85668.40
13950707,85985.20
13950710,86187.10
13950711,85906.80
13950712,85999.70
13950713,86170.50
13950714,86067.80
13950717,86049.40
13950718,86228.60
13950719,86589.40
13950724,86847.80
13950725,86312.70
13950726,86464.80
13950727,86658.70
13950728,86966.00
13950801,87230.60
13950802,87187.50
13950803,87375.80
13950804,87716.00
13950805,88368.20
13950808,89608.40
13950809,89393.30
13950810,89382.20
13950811,88688.60
13950812,88660.00
13950815,88255.10
13950816,88066.30
13950817,88809.40
13950818,89209.10
13950819,87397.40
13950822,88205.60
13950823,88442.90
13950824,88831.00
13950825,88529.00
13950826,88505.90
13950829,88651.30
13950901,88664.70
13950902,88706.30
13950903,88614.50
13950906,88811.40
13950907,88834.80
13950909,89017.30
13950913,88727.50
13950914,88721.90
13950915,88898.50
13950916,89737.30
13950917,90310.20
13950920,90143.50
13950921,89722.10
13950922,89645.30
13950923,89412.90
13950924,89469.60
13950928,89397.80
13950929,89017.70
13950930,88646.70
13951001,88849.00
13951004,88788.20
13951005,88398.60
13951006,88378.20
13951007,88028.60
13951008,87802.00
13951011,87618.00
13951012,86950.20
13951013,86793.20
13951014,86710.50
13951015,86711.30
13951018,86492.00
13951019,86490.00
13951020,86187.00
13951022,86227.00
13951025,86705.90
13951026,86884.90
13951027,86854.90
13951028,87170.30
13951029,87333.60
13951102,87010.30
13951103,86914.40
13951104,87025.90
13951105,85653.80
13951106,85424.90
13951109,84971.00
13951110,85005.50
13951111,85455.70
13951112,85554.60
13951113,84835.80
13951116,84017.30
13951117,83728.70
13951118,83891.20
13951119,84095.30
13951120,84149.10
13951123,84263.90
13951124,84268.90
13951125,84494.50
13951126,84469.20
13951127,84669.30
13951130,85109.50
13951201,85096.90
13951202,85138.70
13951203,85239.10
13951204,85272.00
13951207,85233.00
13951208,84926.00
13951209,84944.00
13951210,85027.90
13951211,84962.20
13951214,84487.60
13951215,84099.00
13951216,84113.60
13951217,84158.00
13951218,83531.30
13951221,83482.40
13951222,83531.50
13951223,83570.60
13951224,83967.50
13951225,84065.60
13951228,84725.10
13960105,85094.70
13960106,85102.90
13960107,85107.10
13960108,85184.10
13960109,85236.30
13960114,85317.60
13960115,85343.40
13960116,85487.90
13960119,85750.70
13960120,85881.80
13960121,86276.70
13960123,86273.30
13960126,86694.50
13960127,86757.70
13960128,86337.90
13960129,86442.70
13960130,86802.40
13960202,87583.30
13960203,87558.70
13960204,87518.70
13960206,87580.90
13960209,87689.60
13960210,87753.70
13960211,87693.30
13960212,87736.90
13960213,87692.80
13960216,87256.80
13960217,87171.00
13960218,87101.50
13960219,87164.00
13960220,87627.60
13960223,87535.70
13960224,87285.90
13960225,87278.90
13960226,87464.80
13960227,87624.70
13960230,88593.50
13960231,88695.60
13960301,88642.40
13960302,88728.70
13960303,88758.70
13960306,88359.90
13960307,88047.10
13960308,87907.50
13960309,87742.40
13960310,87724.30
13960313,87480.70
13960316,87373.30
13960317,86801.40
13960320,86905.00
13960321,86895.60
13960322,86584.90
13960323,86458.10
13960324,86617.70
13960327,86313.90
13960328,85851.90
13960329,85699.10
13960330,85734.70
13960331,85626.00
13960403,85608.60
13960404,85703.70
13960407,85830.60
13960410,85988.70
13960411,85880.10
13960412,85786.20
13960413,85767.20
13960414,85799.30
13960417,85938.30
13960418,86140.00
13960419,86773.60
13960420,86887.40
13960421,87033.80
13960424,87293.90
13960425,87293.50
13960426,87472.30
13960427,87651.40
13960428,88210.40
13960431,88802.90
13960501,89120.30
13960502,89217.80
13960503,89612.20
13960504,89934.00
13960507,89703.40
13960508,89741.10
13960509,89895.40
13960510,89808.30
13960511,89620.00
13960515,89811.80
13960516,89598.80
13960517,89573.20
13960518,89880.80
13960521,89948.90
13960522,89733.60
13960523,89679.50
13960524,89747.20
13960525,89757.00
13960528,89975.00
13960529,90045.20
13960530,90159.30
13960531,90490.40
13960601,90665.90
13960604,91164.70
13960605,91162.60
13960606,91359.40
13960607,91796.40
13960608,91772.90
13960611,91818.40
13960612,91361.70
13960613,91441.60
13960614,91833.70
13960615,91713.70
13960619,91073.50
13960620,91092.10
13960621,91168.00
13960622,91189.20
13960625,91224.60
13960626,91443.00
13960627,92011.20
13960628,92927.90
13960629,93567.70
13960701,93494.10
13960702,93215.60
13960703,93088.40
13960704,93123.00
13960705,93358.30
13960710,92878.20
13960711,92587.70
13960712,92658.50
13960715,92047.80
13960716,91189.80
13960717,91319.50
13960718,91490.70
13960719,91515.50
13960722,92212.70
13960723,92360.10
13960724,92674.80
13960725,92732.80
13960726,92833.50
13960729,93580.10
13960730,93578.20
13960801,93370.90
13960802,93560.70
13960803,93606.30
13960806,93835.30
13960807,94179.50
13960808,94219.70
13960809,94429.80
13960810,94684.10
13960813,94681.70
13960814,94790.00
13960815,94740.70
13960816,94665.40
13960817,94656.60
13960820,94534.50
13960821,94419.30
13960822,94555.20
13960823,94685.90
13960824,94789.00
13960827,94980.90
13960829,95061.20
13960830,95613.30
13960901,96389.90
13960904,97695.30
13960905,97991.00
13960907,98654.90
13960908,98557.80
13960911,98750.90
13960912,98407.40
13960913,98487.70
13960914,98635.50
13960918,98755.00
13960919,98816.50
13960920,99325.90
13960921,100472.00
13960922,101009.00
13960923,101009.00
13960924,101009.00
13960925,102199.00
13960926,103119.00
13960927,103173.00
13960928,103486.00
13960929,103510.00
13961002,105043.00
13961003,105731.00
13961004,106438.00
13961005,105786.00
13961006,105338.00
13961009,104484.00
13961010,102513.00
13961011,103307.00
13961012,103321.00
13961013,102997.00
13961016,103443.00
13961017,103477.00
13961018,103602.00
13961019,103374.00
13961020,103473.00
13961023,104161.00
13961024,104789.00
13961025,105518.00
13961026,106302.00
13961027,106733.00
13961030,106693.00
13961101,105714.00
13961102,106073.00
13961103,106737.00
13961104,106839.00
13961107,106641.00
13961108,106657.00
13961109,106362.00
13961110,105920.00
13961111,105387.00
13961114,104879.00
13961115,104961.00
13961116,105115.00
13961117,104983.00
13961118,105441.00
13961121,104845.00
13961123,105211.00
13961124,105337.00
13961125,105638.00
13961128,105724.00
13961129,105454.00
13961130,105247.00
13961202,105299.00
13961205,105319.00
13961206,105208.00
13961207,105271.00
13961208,105381.00
13961209,105274.00
13961212,104677.00
13961213,104609.00
13961214,104265.00
13961215,103953.00
13961216,103725.00
13961219,103435.00
13961220,102713.00
13961221,102890.00
13961222,103070.00
13961223,102036.00
13961226,102017.00
13961227,102419.00
13961228,103136.00
13970105,103215.00
13970106,103202.00
13970107,103231.00
13970108,103748.00
13970114,103988.00
13970115,103956.00
13970118,103494.00
13970119,102802.00
13970120,103386.00
13970121,102985.00
13970122,102323.00
13970126,101928.00
13970127,101435.00
13970128,101526.00
13970129,101575.00
13970201,101332.00
13970202,100535.00
13970203,100354.00
13970204,100725.00
13970205,100839.00
13970208,100106.00
13970209,99662.10
13970210,99443.60
13970211,99455.00
13970215,98930.50
13970216,98652.50
13970217,99165.40
13970218,99783.20
13970219,99589.70
13970222,99843.20
13970223,100260.00
13970224,101106.00
13970225,101391.00
13970226,101386.00
13970229,101603.00
13970230,101695.00
13970231,101737.00
13970301,101678.00
13970302,101931.00
13970305,104650.00
13970306,104546.00
13970307,104387.00
13970308,104395.00
13970309,104673.00
13970312,105258.00
13970313,105340.00
13970319,105551.00
13970320,105366.00
13970321,105296.00
13970322,106233.00
13970323,109476.00
13970327,112983.00
13970328,115125.00
13970329,117677.00
13970330,119832.00
13970402,120304.00
13970403,123658.00
13970404,127174.00
13970405,125093.00
13970406,122481.00
13970409,122523.00
13970410,119342.00
13970411,120792.00
13970412,123302.00
13970413,123282.00
13970416,121907.00
13970417,121368.00
13970419,121204.00
13970420,119202.00
13970423,118395.00
13970424,117340.00
13970425,117350.00
13970426,116820.00
13970427,116664.00
13970430,117167.00
13970431,117866.00
13970501,117774.00
13970502,117387.00
13970503,117866.00
13970504,117866.00
13970505,117866.00
13970506,120897.00
13970507,123071.00
13970508,126029.00
13970509,130673.00
13970510,133029.00
13970513,132946.00
13970514,136977.00
13970515,141461.00
13970516,141995.00
13970517,140370.00
13970520,138110.00
13970521,138777.00
13970522,137098.00
13970523,139621.00
13970524,139092.00
13970527,139942.00
13970528,141085.00
13970529,144404.00
13970530,144699.00
13970603,144379.00
13970604,147314.00
13970605,149323.00
13970606,145703.00
13970607,146399.00
13970610,145165.00
13970611,142395.00
13970612,144361.00
13970613,147298.00
13970614,146897.00
13970617,149232.00
13970618,151952.00
13970619,157236.00
13970620,159415.00
13970621,166246.00
13970624,168409.00
13970625,165910.00
13970626,168516.00
13970627,168060.00
13970631,171621.00
13970701,175910.00
13970702,179820.00
13970703,186367.00
13970704,192473.00
13970707,199650.00
13970708,208159.00
13970709,209797.00
13970710,202320.00
13970711,199170.00
13970714,197268.00
13970715,189735.00
13970716,188480.00
13970717,194085.00
13970718,193844.00
13970721,187415.00
13970722,187015.00
13970723,193090.00
13970724,195228.00
13970725,194437.00
13970728,200621.00
13970729,201247.00
13970730,198773.00
13970801,195599.00
13970802,190900.00
13970805,188275.00
13970806,189985.00
13970807,192825.00
13970809,193517.00
13970812,193252.00
13970813,192350.00
13970814,193904.00
13970815,195090.00
13970819,194180.00
13970820,190498.00
13970821,192312.00
13970822,195602.00
13970823,194143.00
13970826,190887.00
13970827,184994.00
13970828,187127.00
13970829,187628.00
13970830,187484.00
13970903,183106.00
13970905,178149.00
13970906,178763.00
13970907,174962.00
13970910,170244.00
13970911,174176.00
13970912,178086.00
13970913,177579.00
13970914,179005.00
13970917,179246.00
13970918,179164.00
13970919,179063.00
13970920,178494.00
13970921,177493.00
13970924,176492.00
13970925,173456.00
13970926,171202.00
13970927,170581.00
13970928,167548.00
13971001,166381.00
13971002,169298.00
13971003,170627.00
13971004,170130.00
13971005,172037.00
13971008,174227.00
13971009,174981.00
13971010,175222.00
13971011,176675.00
13971012,175883.00
13971015,175693.00
13971016,175971.00
13971017,177168.00
13971018,178593.00
13971019,179564.00
13971022,179599.00
13971023,179463.00
13971024,179887.00
13971025,180530.00
13971026,180856.00
13971029,181399.00
13971030,180446.00
13971101,176389.00
13971102,177611.00
13971103,178052.00
13971106,177748.00
13971107,176206.00
13971108,174920.00
13971109,175281.00
13971110,175586.00
13971113,174977.00
13971114,172029.00
13971115,172980.00
13971116,175638.00
13971117,175980.00
13971121,175816.00
13971123,175124.00
13971124,174173.00
13971127,173855.00
13971128,172617.00
13971129,173732.00
13971130,174859.00
13971201,177701.00
13971204,183127.00
13971205,185147.00
13971206,186439.00
13971207,184084.00
13971208,184822.00
13971211,183776.00
13971212,183969.00
13971213,183699.00
13971214,181844.00
13971215,182110.00
13971218,182261.00
13971219,184101.00
13971220,187626.00
13971221,188426.00
13971222,190266.00
13971225,192393.00
13971226,193823.00
13971227,197319.00
13971228,200124.00
13980105,200822.00
13980106,201769.00
13980107,203619.00
13980110,208058.00
13980111,208129.00
13980117,209722.00
13980118,211886.00
13980119,212389.00
13980120,214346.00
13980121,219240.00
13980124,220435.00
13980125,221493.00
13980126,228450.00
13980127,228012.00
13980128,225555.00
13980131,230822.00
13980202,230475.00
13980203,228866.00
13980204,230310.00
13980207,231888.00
13980208,236271.00
13980209,242480.00
13980210,244401.00
13980211,248054.00
13980214,253526.00
13980215,253924.00
13980216,242417.00
13980217,233976.00
13980218,236943.00
13980221,234294.00
13980222,228325.00
13980223,232428.00
13980224,237300.00
13980225,237106.00
13980228,239397.00
13980229,239678.00
13980230,238600.00
13980231,242825.00
13980301,242625.00
13980304,241180.00
13980305,245275.00
13980307,252496.00
13980308,254183.00
13980311,251361.00
13980312,254069.00
13980313,256604.00
13980318,256892.00
13980319,260828.00
13980320,261428.00
13980321,261173.00
13980322,264059.00
13980325,264155.00
13980326,268194.00
13980327,267388.00
13980328,267151.00
13980329,264797.00
13980401,263442.00
13980402,267461.00
13980403,273423.00
13980404,276631.00
13980405,280279.00
13980409,280092.00
13980410,278335.00
13980411,279141.00
13980412,279363.00
13980415,275543.00
13980416,276695.00
13980417,279805.00
13980418,278789.00
13980419,279500.00
13980422,280407.00
13980423,283228.00
13980424,282436.00
13980425,274650.00
13980426,274884.00
13980429,274082.00
13980430,277362.00
13980431,281148.00
13980501,279021.00
13980502,280783.00
13980505,280147.00
13980506,280535.00
13980507,280711.00
13980508,281375.00
13980509,282772.00
13980512,282916.00
13980513,288903.00
13980514,290444.00
13980515,289106.00
13980516,288937.00
13980519,289122.00
13980520,289897.00
13980522,291382.00
13980523,296411.00
13980526,297927.00
13980527,297338.00
13980528,299833.00
13980530,303763.00
13980602,307878.00
13980603,306801.00
13980604,314182.00
13980605,317930.00
13980606,317603.00
13980609,324036.00
13980610,326465.00
13980611,322167.00
13980612,324784.00
13980613,330076.00
13980616,335379.00
13980617,337949.00
13980620,342211.00
13980623,348192.00
13980624,346518.00
13980625,350938.00
13980626,346738.00
13980627,337845.00
13980630,342673.00
13980631,348600.00
13980701,358701.00
13980702,359425.00
13980703,363214.00
13980706,371091.00
13980707,369454.00
13980708,376659.00
13980709,377790.00
13980710,379371.00
13980713,382060.00
13980714,373277.00
13980715,373560.00
13980716,364780.00
13980717,362072.00
13980720,371546.00
13980721,374452.00
13980722,366092.00
13980723,353672.00
13980724,352846.00
13980728,342359.00
13980729,342307.00
13980730,349505.00
13980801,346379.00
13980804,344082.00
13980806,348088.00
13980808,353762.00
13980811,352747.00
13980812,353576.00
13980813,348618.00
13980814,354363.00
13980818,355617.00
13980819,351812.00
13980820,353562.00
13980821,357466.00
13980822,358039.00
13980825,357026.00
13980826,350254.00
13980827,350674.00
13980828,354106.00
13980829,355298.00
13980902,356129.00
13980903,356321.00
13980904,360231.00
13980905,362088.00
13980906,364096.00
13980909,368838.00
13980910,374405.00
13980911,376200.00
13980912,377441.00
13980913,380432.00
13980916,386918.00
13980917,393351.00
13980918,396790.00
13980919,401320.00
13980920,400567.00
13980923,405550.00
13980924,407005.00
13980925,407924.00
13980926,411488.00
13980927,415795.00
13980930,420779.00
13981001,424256.00
13981002,426368.00
13981003,428704.00
13981004,427547.00
13981007,436706.00
13981008,440013.00
13981009,446274.00
13981010,445735.00
13981011,453712.00
13981014,433328.00
13981015,428436.00
13981017,418733.00
13981018,412889.00
13981021,419785.00
13981022,437616.00
13981023,457721.00
13981024,464355.00
13981025,469997.00
13981028,483430.00
13981029,485362.00
13981030,486314.00
13981101,483632.00
13981102,490937.00
13981105,498825.00
13981106,501313.00
13981107,504163.00
13981108,512286.00
13981112,512301.00
13981113,517025.00
13981114,530596.00
13981115,532566.00
13981116,540324.00
13981119,547727.00
13981120,549647.00
13981121,541136.00
13981123,555734.00
13981126,558895.00
13981127,570651.00
13981128,574790.00
13981129,570319.00
13981130,591631.00
13981203,594927.00
13981204,617504.00
13981205,626056.00
13981206,644921.00
13981207,654125.00
13981210,636026.00
13981211,650316.00
13981212,667529.00
13981213,685985.00
13981214,700235.00
13981217,697513.00
13981219,675921.00
13981220,658696.00
13981221,664030.00
13981224,641899.00
13981225,628505.00
13981226,644179.00
13981227,638631.00
13981228,650344.00
13990105,646859.00
13990106,662828.00
13990109,679526.00
13990110,699525.00
13990111,705658.00
13990116,732170.00
13990117,743557.00
13990118,741049.00
13990119,757171.00
13990120,771908.00
13990123,780201.00
13990124,799418.00
13990125,798249.00
13990126,795202.00
13990127,822724.00
13990130,855002.00
13990131,876984.00
13990201,897713.00
13990202,920132.00
13990203,941850.00
13990206,975459.00
13990207,1008120.00
13990208,1033910.00
13990209,1064750.00
13990210,1104630.00
13990213,1156490.00
13990214,1206990.00
13990215,1234120.00
13990216,1236760.00
13990217,1235710.00
13990220,1288330.00
13990221,1324380.00
13990222,1336930.00
13990223,1306410.00
13990224,1299230.00
13990227,1259850.00
13990228,1228240.00
13990229,1262240.00
13990230,1272710.00
13990231,1253170.00
13990303,1286300.00
13990306,1242980.00
13990307,1256390.00
13990310,1302020.00
13990311,1301130.00
13990312,1322150.00
13990313,1373120.00
13990317,1426470.00
13990318,1489690.00
13990319,1494580.00
13990320,1495040.00
13990321,1542440.00
13990324,1591780.00
13990325,1593490.00
13990326,1619640.00
13990327,1660610.00
13990331,1712530.00
13990401,1747220.00
13990402,1798140.00
13990403,1862160.00
13990404,1892280.00
13990407,1953340.00
13990408,1979920.00
13990409,1958940.00
13990410,2048550.00
13990411,2127990.00
13990414,2132420.00
13990415,2180230.00
13990416,2264880.00
13990417,2299170.00
13990418,2296500.00
13990421,2273250.00
13990422,2366830.00
13990423,2378500.00
13990424,2413050.00
13990425,2408430.00
13990428,2369180.00
13990429,2437370.00
13990430,2513950.00
13990431,2495090.00
13990501,2473900.00
13990504,2537150.00
13990505,2524940.00
13990506,2506760.00
13990507,2513290.00
13990508,2466760.00
13990511,2535570.00
13990512,2592790.00
13990513,2567080.00
13990514,2564400.00
13990515,2610130.00
13990519,2825220.00
13990520,2784170.00
13990521,2693290.00
13990522,2665790.00
13990525,2567350.00
13990526,2459340.00
13990527,2459510.00
13990528,2469440.00
13990529,2378870.00
13990601,2342910.00
13990602,2259710.00
13990603,2195530.00
13990604,2244810.00
13990605,2335140.00
13990610,2348810.00
13990611,2299090.00
13990612,2229670.00
13990615,2241750.00
13990616,2249710.00
13990617,2193320.00
13990618,2143160.00
13990619,2119050.00
13990622,2147860.00
13990623,2138090.00
13990624,2172760.00
13990625,2242670.00
13990626,2295460.00
13990629,2286610.00
13990630,2224140.00
13990631,2150850.00
13990701,2120390.00
13990702,2152670.00
13990705,2145420.00
13990706,2085830.00
13990707,2018290.00
13990708,1981570.00
13990709,1991940.00
13990712,2048200.00
13990713,2025620.00
13990714,1989760.00
13990715,2028280.00
13990716,2064420.00
13990719,2068610.00
13990720,2140520.00
13990721,2119740.00
13990722,2120600.00
13990723,2096210.00
13990727,2035890.00
13990728,1971680.00
13990729,1913160.00
13990730,1909900.00
13990803,1858820.00
13990805,1810620.00
13990806,1767720.00
13990807,1747090.00
13990810,1774300.00
13990811,1739470.00
13990812,1719440.00
13990814,1746010.00
13990817,1710090.00
13990818,1678820.00
13990819,1644710.00
13990820,1640940.00
13990821,1649490.00
13990824,1686180.00
13990825,1702990.00
13990826,1726780.00
13990827,1766580.00
13990828,1823870.00
13990901,1847700.00
13990902,1839870.00
13990903,1864340.00
13990904,1854040.00
13990905,1872880.00
13990908,1895150.00
13990909,1961110.00
13990910,2004480.00
13990911,2015560.00
13990912,2014250.00
13990915,2036230.00
13990916,2072540.00
13990917,2064940.00
13990918,2072220.00
13990919,2076440.00
13990922,2103830.00
13990923,2084990.00
13990924,2049730.00
13990925,1986070.00
13990926,1967980.00
13990929,2005790.00
13990930,2000150.00
13991001,2000190.00
13991002,2012800.00
13991003,2018890.00
13991006,1991700.00
13991007,1982790.00
13991008,2000940.00
13991009,1973370.00
13991010,1955500.00
13991013,1905950.00
13991014,1907030.00
13991015,1931850.00
13991016,1904770.00
13991017,1858210.00
13991020,1832120.00
13991021,1860880.00
13991022,1852630.00
13991023,1805170.00
13991024,1764350.00
13991027,1715730.00
13991029,1675540.00
13991030,1674770.00
13991101,1712780.00
13991104,1757650.00
13991105,1769570.00
13991106,1766360.00
13991107,1740940.00
13991108,1728490.00
13991111,1773680.00
13991112,1774660.00
13991113,1750430.00
13991114,1715340.00
13991115,1680250.00
13991118,1637810.00
13991119,1678110.00
13991120,1701430.00
13991121,1727970.00
13991125,1784450.00
13991126,1790800.00
13991127,1784570.00
13991128,1771170.00
13991129,1762080.00
13991202,1770380.00
13991203,1759190.00
13991204,1750500.00
13991205,1748630.00
13991206,1740790.00
13991209,1726710.00
13991210,1717580.00
13991211,1712010.00
13991212,1715350.00
13991213,1705800.00
13991216,1696280.00
13991217,1702180.00
13991218,1727920.00
13991219,1739040.00
13991220,1733680.00
13991223,1755610.00
13991224,1770150.00
13991225,1776970.00
13991226,1815380.00
13991227,1834610.00
14000107,1837350.00
14000108,1832990.00
14000110,1828760.00
14000111,1818490.00
14000114,1805280.00
14000115,1790920.00
14000116,1781660.00
14000117,1778320.00
14000118,1764870.00
14000121,1755130.00
14000122,1744470.00
14000123,1738300.00
14000124,1757990.00
14000125,1753700.00
14000128,1742570.00
14000129,1732580.00
14000130,1724420.00
14000131,1728320.00
14000201,1714130.00
14000204,1707240.00
14000205,1694860.00
14000206,1695310.00
14000207,1714740.00
14000208,1722890.00
14000211,1708850.00
14000212,1694790.00
14000213,1679510.00
14000215,1688010.00
14000218,1684910.00
14000219,1667290.00
14000220,1674680.00
14000221,1700040.00
14000222,1703070.00
14000225,1717540.00
14000226,1713500.00
14000227,1693350.00
14000228,1687810.00
14000229,1661680.00
14000301,1631160.00
14000302,1607300.00
14000303,1591260.00
14000304,1600310.00
14000305,1603500.00
14000308,1636080.00
14000309,1655590.00
14000310,1641620.00
14000311,1634390.00
14000312,1645200.00
14000317,1653700.00
14000318,1656960.00
14000319,1644770.00
14000322,1634620.00
14000323,1630330.00
14000324,1638890.00
14000325,1637530.00
14000326,1632010.00
14000329,1643600.00
14000330,1640630.00
14000331,1644950.00
14000401,1666070.00
14000402,1694580.00
14000405,1715290.00
14000406,1716720.00
14000407,1717500.00
14000408,1718860.00
14000409,1724990.00
14000412,1706710.00
14000413,1701650.00
14000414,1713650.00
14000415,1743110.00
14000416,1741500.00
14000419,1727230.00
14000420,1743670.00
14000421,1763870.00
14000422,1761230.00
14000423,1760610.00
14000426,1765180.00
14000427,1750210.00
14000428,1756520.00
14000504,1764800.00
14000505,1748030.00
14000506,1748550.00
14000509,1783300.00
14000510,1789870.00
14000511,1789140.00
14000512,1802420.00
14000513,1830320.00
14000516,1835170.00
14000517,1849370.00
14000518,1870050.00
14000519,1895340.00
14000520,1929150.00
14000523,1926270.00
14000524,1943590.00
14000531,1957900.00
14000601,1958660.00
14000602,1990170.00
14000603,1998260.00
14000606,2029300.00
14000607,2027600.00
14000608,1974340.00
14000609,1941400.00
14000610,1964180.00
14000613,1986280.00
14000614,1981710.00
14000615,1983510.00
14000616,1962670.00
14000617,1963890.00
14000620,1966220.00
14000621,1919263.70
14000622,1901557.80
14000623,1929027.80
14000624,1918065.30
14000627,1868417.50
14000628,1831637.50
14000629,1839650.00
14000630,1797020.00
14000631,1790630.00
14000703,1834650.00
14000704,1836660.00
14000706,1835650.00
14000707,1844670.00
14000710,1884090.00
14000711,1882810.00
14000712,1893370.00
14000714,1898850.00
14000717,1870340.00
14000718,1856380.00
14000719,1858940.00
14000720,1813310.00
14000721,1787460.00
14000724,1833470.00
14000725,1831110.00
14000726,1830510.00
14000727,1846010.00
14000728,1826030.00
14000801,1795120.00
14000803,1769200.00
14000804,1769680.00
14000805,1782710.00
14000808,1758710.00
14000809,1715610.00
14000810,1745240.00
14000811,1764560.00
14000812,1792410.00
14000815,1841340.00
14000816,1828660.00
14000817,1829570.00
14000818,1847500.00
14000819,1860370.00
14000822,1837050.00
14000823,1841560.00
14000824,1809920.00
14000825,1799260.00
14000826,1802500.00
14000829,1771290.00
14000830,1773900.00
14000901,1797380.00
14000902,1788220.00
14000903,1775450.00
14000906,1743470.00
14000907,1742240.00
14000908,1736200.00
14000909,1728150.00
14000910,1707380.00
14000913,1699580.00
14000914,1711590.00
14000915,1709740.00
14000916,1705090.00
14000917,1724680.00
14000920,1719810.00
14000921,1685800.00
14000922,1654450.00
14000923,1648400.00
14000924,1649730.00
14000927,1666690.00
14000928,1646830.00
14000929,1658950.00
14000930,1681770.00
14001001,1733060.00
14001004,1766840.00
14001005,1762810.00
14001006,1787100.00
14001007,1787100.00
14001008,1781850.00
14001011,1757760.00
14001012,1759110.00
14001013,1754940.00
14001014,1736060.00
14001015,1735880.00
14001018,1735830.00
14001019,1702770.00
14001020,1699180.00
14001021,1703540.00
14001022,1702640.00
14001025,1686360.00
14001026,1670690.00
14001027,1666200.00
14001028,1626650.00
14001029,1629840.00
