dateissue,Value
13990529,481797.00
13990601,474425.00
13990602,465120.00
13990603,456201.00
13990604,455860.00
13990605,466957.00
13990610,462506.00
13990611,455994.00
13990612,449380.00
13990615,445262.00
13990616,441792.00
13990617,436843.00
13990618,432251.00
13990619,426964.00
13990622,426535.00
13990623,423147.00
13990624,422889.00
13990625,428099.00
13990626,430201.00
13990629,427698.00
13990630,422085.00
13990631,415907.00
13990701,412879.00
13990702,413441.00
13990705,412469.00
13990706,407651.00
13990707,402262.00
13990708,398395.00
13990709,397574.00
13990712,400667.00
13990713,398704.00
13990714,396766.00
13990715,402125.00
13990716,407197.00
13990719,410513.00
13990720,418985.00
13990721,416438.00
13990722,414394.00
13990723,411957.00
13990727,406438.00
13990728,400650.00
13990729,394947.00
13990730,393880.00
13990803,389121.00
13990805,384337.00
13990806,380152.00
13990807,376969.00
13990810,378322.00
13990811,374939.00
13990812,372709.00
13990814,374884.00
13990817,371574.00
13990818,368874.00
13990819,366080.00
13990820,364884.00
13990821,365004.00
13990824,369533.00
13990825,369605.00
13990826,370149.00
13990827,374670.00
13990828,381274.00
13990901,383572.00
13990902,382691.00
13990903,387607.00
13990904,390577.00
13990905,395131.00
13990908,401530.00
13990909,410845.00
13990910,417792.00
13990911,419885.00
13990912,423167.00
13990915,431865.00
13990916,442082.00
13990917,442736.00
13990918,444393.00
13990919,450995.00
13990922,457131.00
13990923,456252.00
13990924,451888.00
13990925,441148.00
13990926,436394.00
13990929,445249.00
13990930,447838.00
13991001,452422.00
13991002,460404.00
13991003,468508.00
13991006,473424.00
13991007,472136.00
13991008,469139.00
13991009,465434.00
13991010,463708.00
13991013,455170.00
13991014,455700.00
13991015,462482.00
13991016,465381.00
13991017,460570.00
13991020,459810.00
13991021,466652.00
13991022,469359.00
13991023,463192.00
13991024,454819.00
13991027,444500.00
13991029,436883.00
13991030,430423.00
13991101,433130.00
13991104,440387.00
13991105,437572.00
13991106,432430.00
13991107,426870.00
13991108,424623.00
13991111,431968.00
13991112,431537.00
13991113,429628.00
13991114,427564.00
13991115,423148.00
13991118,415984.00
13991119,420969.00
13991120,420093.00
13991121,423059.00
13991125,435624.00
13991126,437102.00
13991127,437231.00
13991128,438034.00
13991129,438957.00
13991202,438323.00
13991203,437171.00
13991204,436093.00
13991205,435105.00
13991206,434396.00
13991209,433401.00
13991210,432391.00
13991211,431425.00
13991212,431632.00
13991213,431264.00
13991216,430943.00
13991217,430857.00
13991218,432050.00
13991219,432348.00
13991220,431823.00
13991223,433259.00
13991224,434291.00
13991225,434839.00
13991226,437932.00
13991227,439801.00
14000107,441834.00
14000108,442552.00
14000110,442839.00
14000111,442648.00
14000114,441120.00
14000115,439920.00
14000116,438977.00
14000117,438372.00
14000118,437114.00
14000121,436190.00
14000122,435371.00
14000123,434721.00
14000124,435244.00
14000125,434458.00
14000128,433360.00
14000129,432465.00
14000130,431772.00
14000131,431683.00
14000201,430077.00
14000204,429074.00
14000205,428142.00
14000206,427282.00
14000207,427463.00
14000208,427272.00
14000211,425679.00
14000212,424485.00
14000213,423026.00
14000215,422855.00
14000218,422018.00
14000219,420818.00
14000220,419064.00
14000221,419255.00
14000222,417870.00
14000225,414908.00
14000226,410710.00
14000227,406579.00
14000228,402817.00
14000229,396983.00
14000301,392154.00
14000302,388217.00
14000303,383220.00
14000304,382842.00
14000305,383150.00
14000308,385630.00
14000309,385531.00
14000310,382997.00
14000311,381376.00
14000312,382037.00
14000317,383826.00
14000318,383949.00
14000319,380746.00
14000322,378454.00
14000323,377229.00
14000324,376321.00
14000325,373371.00
14000326,370588.00
14000329,370801.00
14000330,369888.00
14000331,370028.00
14000401,373186.00
14000402,376880.00
14000405,380908.00
14000406,382367.00
14000407,382248.00
14000408,382529.00
14000409,384178.00
14000412,382850.00
14000413,382081.00
14000414,386469.00
14000415,391623.00
14000416,392585.00
14000419,392486.00
14000420,397600.00
14000421,400653.00
14000422,400341.00
14000423,401611.00
14000426,402587.00
14000427,400327.00
14000428,403073.00
14000504,404052.00
14000505,397903.00
14000506,396746.00
14000509,400919.00
14000510,402046.00
14000511,400920.00
14000512,400689.00
14000513,403254.00
14000516,404255.00
14000517,407790.00
14000518,412748.00
14000519,418168.00
14000520,422339.00
14000523,422689.00
14000524,428318.00
14000531,436030.00
14000601,440137.00
14000602,451219.00
14000603,456358.00
14000606,467506.00
14000607,467510.00
14000608,454359.00
14000609,446893.00
14000610,455372.00
14000613,464430.00
14000614,467022.00
14000615,469607.00
14000616,465347.00
14000617,466098.00
14000620,463345.00
14000621,450065.00
14000622,444002.00
14000623,451909.00
14000624,450466.00
14000627,439940.00
14000628,431015.00
14000629,432610.00
14000630,421518.00
14000631,415499.00
14000703,422943.00
14000704,420959.00
14000706,419549.00
14000707,420794.00
14000710,424827.00
14000711,422575.00
14000712,425492.00
14000714,427286.00
14000717,420580.00
14000718,414686.00
14000719,413758.00
14000720,401567.00
14000721,392777.00
14000724,402171.00
14000725,398310.00
14000726,393967.00
14000727,398346.00
14000728,397262.00
14000801,388084.00
14000803,380158.00
14000804,376519.00
14000805,376470.00
14000808,370424.00
14000809,359983.00
14000810,363104.00
14000811,366626.00
14000812,374341.00
14000815,386254.00
14000816,384692.00
14000817,384929.00
14000818,385771.00
14000819,391284.00
14000822,387950.00
14000823,388999.00
14000824,384875.00
14000825,383949.00
14000826,386764.00
14000829,383526.00
14000830,383326.00
14000901,386933.00
14000902,385041.00
14000903,383470.00
14000906,376895.00
14000907,374989.00
14000908,374175.00
14000909,372495.00
14000910,367561.00
14000913,362917.00
14000914,363342.00
14000915,363776.00
14000916,361141.00
14000917,363590.00
14000920,361495.00
14000921,355617.00
14000922,349198.00
14000923,345466.00
14000924,344509.00
14000927,346977.00
14000928,343495.00
14000929,343902.00
14000930,348209.00
14001001,357765.00
14001004,361907.00
14001005,360267.00
14001006,365384.00
14001007,367359.00
14001008,368099.00
14001011,363469.00
14001012,363519.00
14001013,363244.00
14001014,359982.00
14001015,359472.00
14001018,359138.00
14001019,353203.00
14001020,352111.00
14001021,353412.00
14001022,353768.00
14001025,350193.00
14001026,346479.00
14001027,345084.00
14001028,337029.00
14001029,335639.00
14001102,334189.00
14001103,328246.00
14001104,323974.00
14001105,317067.00
14001106,318756.00
14001109,325135.00
14001110,327759.00
14001111,330729.00
14001112,333280.00
14001113,333018.00
14001116,332709.00
14001117,326499.00
14001118,323987.00
14001119,325620.00
14001120,326248.00
14001123,326289.00
14001124,324862.00
14001125,325501.00
14001127,325282.00
14001130,325088.00
14001201,324426.00
14001202,327881.00
14001203,328659.00
14001204,330307.00
14001207,329517.00
14001208,330799.00
14001209,333947.00
14001211,334162.00
14001214,335801.00
14001215,338671.00
14001216,341512.00
14001217,340337.00
14001218,342690.00
14001221,339096.00
14001222,338735.00
14001223,338955.00
14001224,340174.00
14001225,342797.00
14001228,348268.00
14010106,350545.00
14010107,353577.00
14010108,360439.00
14010109,362926.00
14010110,365903.00
14010114,372703.00
14010115,373265.00
14010116,375828.00
14010117,377347.00
14010120,378075.00
14010121,383496.00
14010122,387041.00
14010123,380293.00
14010124,382964.00
14010127,387646.00
14010128,390986.00
14010129,397775.00
14010130,400575.00
14010131,401430.00
14010204,402405.00
14010205,405513.00
14010206,410312.00
14010207,411626.00
14010210,415106.00
14010211,419110.00
14010212,422473.00
14010217,426318.00
14010218,429011.00
14010219,426792.00
14010220,428869.00
14010221,438409.00
14010224,444647.00
14010225,444972.00
14010226,449224.00
14010227,447809.00
14010228,442623.00
14010231,440177.00
14010301,441505.00
14010302,432772.00
14010303,431228.00
14010304,436794.00
14010307,432542.00
14010308,424848.00
14010309,425199.00
14010310,428321.00
14010311,429657.00
14010316,420006.00
14010317,419065.00
14010318,421401.00
14010321,419866.00
14010322,421421.00
14010323,429160.00
14010324,429930.00
14010325,428932.00
14010328,425182.00
14010329,425360.00
14010330,426584.00
14010331,423457.00
14010401,422292.00
14010404,422660.00
14010405,417683.00
14010406,417294.00
14010407,421093.00
14010408,421481.00
14010411,417203.00
14010412,418365.00
14010413,420652.00
14010414,420976.00
14010415,418519.00
14010418,415830.00
14010420,409559.00
14010421,405474.00
14010422,407012.00
14010425,405576.00
14010426,402434.00
14010428,401677.00
14010429,403781.00
14010501,404485.00
14010502,400033.00
14010503,391131.00
14010504,388301.00
14010505,389468.00
14010508,387217.00
14010509,379976.00
14010510,380362.00
14010511,380589.00
14010512,384055.00
14010515,390143.00
14010518,390944.00
14010519,389602.00
14010522,395884.00
14010523,395447.00
14010524,397227.00
14010525,398623.00
14010526,399078.00
14010529,397411.00
14010530,396524.00
14010531,397296.00
14010601,402325.00
14010602,408250.00
14010605,410327.00
14010606,408557.00
14010607,410633.00
14010608,410776.00
14010609,411899.00
14010612,407973.00
14010613,408925.00
14010614,410375.00
14010615,410775.00
14010616,410325.00
14010619,405569.00
14010620,403025.00
14010621,402482.00
14010622,405256.00
14010623,404890.00
14010627,401910.00
14010628,400212.00
14010629,397910.00
14010630,395678.00
14010702,386517.00
14010704,388031.00
14010706,392498.00
14010709,386137.00
14010710,382112.00
14010711,381113.00
14010712,380349.00
14010716,381648.00
14010717,376020.00
14010718,375695.00
14010719,378879.00
14010720,380270.00
14010723,379571.00
14010724,376541.00
14010725,376221.00
14010726,377943.00
14010727,378594.00
14010730,378995.00
14010801,377696.00
14010802,373237.00
14010803,369667.00
14010804,361360.00
14010807,358140.00
14010808,356241.00
14010809,360816.00
14010810,365060.00
14010811,365750.00
14010814,374784.00
14010815,379862.00
14010816,393110.00
14010817,396200.00
14010818,397568.00
14010821,401907.00
14010822,401826.00
14010823,398816.00
14010824,399769.00
14010825,401466.00
14010828,397959.00
14010829,402855.00
14010830,404470.00
14010901,405485.00
14010902,407302.00
14010905,408102.00
14010906,408644.00
14010907,409684.00
14010908,412652.00
14010909,413115.00
14010912,413019.00
14010913,414091.00
14010914,414574.00
14010915,416190.00
14010916,417085.00
14010919,412831.00
14010920,414245.00
14010921,420384.00
14010922,430088.00
14010923,433763.00
14010926,436478.00
14010927,443961.00
14010928,443305.00
14010929,442398.00
14010930,445721.00
14011003,456274.00
14011004,462753.00
14011005,467054.00
14011007,480681.00
14011010,469007.00
14011011,464371.00
14011012,473135.00
14011013,475416.00
14011014,473199.00
14011017,482124.00
14011018,492439.00
14011019,496400.00
14011020,503636.00
14011021,504205.00
14011024,504905.00
14011025,504905.00
14011026,520332.00
14011027,523648.00
14011028,526187.00
14011101,521956.00
14011102,519937.00
14011103,522701.00
14011104,522993.00
14011105,512491.00
14011108,504201.00
14011109,484641.00
14011110,479638.00
14011111,486040.00
14011112,487557.00
14011116,480167.00
14011117,476250.00
14011118,484468.00
14011119,485565.00
14011123,480853.00
14011124,482778.00
14011125,479389.00
14011126,474779.00
14011130,476719.00
14011201,493155.00
14011202,507074.00
14011203,503202.00
14011206,525663.00
14011207,536372.00
14011208,534459.00
14011209,538794.00
14011210,537871.00
14011213,532991.00
14011214,537563.00
14011215,538270.00
14011216,545656.00
14011220,549260.00
14011221,539651.00
14011222,539105.00
14011223,541032.00
14011224,554189.00
14011227,575472.00
14011228,585249.00
14020105,592554.00
14020106,592495.00
14020107,598259.00
14020108,609998.00
14020109,622526.00
14020114,630724.00
14020115,637743.00
14020116,651067.00
14020119,676545.00
14020120,687897.00
14020121,687573.00
14020122,692945.00
14020126,719738.00
14020127,731157.00
14020128,740659.00
14020129,756665.00
14020130,760754.00
14020204,768487.00
14020205,781436.00
14020206,786495.00
14020209,800960.00
14020210,816526.00
14020211,824962.00
14020212,845396.00
14020213,855887.00
14020216,870409.00
14020217,840337.00
14020218,803326.00
14020219,782247.00
14020220,764753.00
14020223,734850.00
14020224,748604.00
14020225,752441.00
14020227,765087.00
14020230,760973.00
14020231,764056.00
14020301,776853.00
14020302,791140.00
14020303,792905.00
14020306,780812.00
14020307,754425.00
14020308,763009.00
14020309,773893.00
14020310,765508.00
14020313,771303.00
14020316,776414.00
14020317,776646.00
14020320,750812.00
14020321,748636.00
14020322,729745.00
14020323,730413.00
14020324,741364.00
14020327,743660.00
14020328,732659.00
14020329,738006.00
14020330,738865.00
14020331,746134.00
14020403,742961.00
14020404,750243.00
14020405,756181.00
14020406,750642.00
14020407,746639.00
14020410,746962.00
14020411,754897.00
14020412,763346.00
14020413,773298.00
14020414,776177.00
14020417,777462.00
14020418,770822.00
14020419,760857.00
14020420,746589.00
14020421,724716.00
14020424,728012.00
14020425,708496.00
14020426,687752.00
14020427,703182.00
14020428,712541.00
14020431,699939.00
14020501,702000.00
14020502,709541.00
14020503,710793.00
14020504,711243.00
14020507,711222.00
14020508,697384.00
14020509,699162.00
14020510,705916.00
14020514,717778.00
14020515,717002.00
14020516,719558.00
14020517,713537.00
14020518,713153.00
14020521,693857.00
14020522,691783.00
14020523,696321.00
14020524,687122.00
14020525,684940.00
14020528,677013.00
14020529,673579.00
14020530,674216.00
14020531,663229.00
14020601,667839.00
14020604,684879.00
14020605,700406.00
14020606,705137.00
14020607,707008.00
14020608,710508.00
14020611,711667.00
14020612,713639.00
14020613,720883.00
14020614,726460.00
14020618,716814.00
14020619,714665.00
14020620,715437.00
14020621,718635.00
14020622,718021.00
14020626,723179.00
14020627,723978.00
14020628,722437.00
14020629,721799.00
14020701,721787.00
14020703,716593.00
14020704,717386.00
14020705,718626.00
14020708,715304.00
14020709,710442.00
14020710,712733.00
14020712,715979.00
14020715,709267.00
14020716,683242.00
14020717,680968.00
14020718,685977.00
14020719,690415.00
14020722,680017.00
14020723,678701.00
14020724,686780.00
14020725,689941.00
14020726,682976.00
14020729,686243.00
14020730,690147.00
14020801,685905.00
14020802,676145.00
14020803,676725.00
14020806,653172.00
14020807,659004.00
14020808,670094.00
14020809,670214.00
14020810,660251.00
14020813,673007.00
14020814,678919.00
14020815,684835.00
14020816,696189.00
14020817,698762.00
14020820,699092.00
14020821,701019.00
14020822,705629.00
14020823,702146.00
14020824,702134.00
14020827,701931.00
14020828,703794.00
14020829,700528.00
14020830,703544.00
14020901,706224.00
14020904,705709.00
14020905,708630.00
14020906,710817.00
14020907,712065.00
14020908,720644.00
14020911,728711.00
14020912,731450.00
14020913,741389.00
14020914,747570.00
14020915,747296.00
14020918,744658.00
14020919,746447.00
14020920,750124.00
14020921,752118.00
14020922,752108.00
14020925,756161.00
14020927,764620.00
14020928,762898.00
14020929,761358.00
14021002,761785.00
14021003,761234.00
14021004,760623.00
14021005,755254.00
14021006,755296.00
14021009,759645.00
14021010,758313.00
14021011,757990.00
14021012,755945.00
14021013,756758.00
14021016,757097.00
14021017,760023.00
14021018,759579.00
14021019,758572.00
14021020,763211.00
14021023,764146.00
14021024,767983.00
14021025,766452.00
14021026,761640.00
14021027,762339.00
14021030,754333.00
14021101,744302.00
14021102,739774.00
14021103,724115.00
14021104,727964.00
14021107,733325.00
14021108,740437.00
14021109,738581.00
14021110,734414.00
14021111,732646.00
14021114,737528.00
14021115,736637.00
14021116,738092.00
14021117,738762.00
14021118,738654.00
14021121,739814.00
14021123,734799.00
14021124,732611.00
14021125,727628.00
14021128,721375.00
14021129,722715.00
14021130,727278.00
14021201,727089.00
14021202,726935.00
14021205,723179.00
14021207,712470.00
14021208,709252.00
14021209,714173.00
14021212,724654.00
14021213,740229.00
14021214,735782.00
14021215,739754.00
14021216,738641.00
14021219,739771.00
14021220,738800.00
14021221,737853.00
14021222,735945.00
14021223,732031.00
14021226,730215.00
14021227,733780.00
14021228,742576.00
14030105,758107.00
14030106,767065.00
14030107,767658.00
14030108,770440.00
14030111,770209.00
14030114,759824.00
14030115,759697.00
14030118,743433.00
14030119,741168.00
14030120,749577.00
14030121,751317.00
14030125,726216.00
14030126,723541.00
14030127,726000.00
14030128,723187.00
14030129,723566.00
14030201,744993.00
14030202,753388.00
14030203,757700.00
14030204,759005.00
14030205,763650.00
14030208,765044.00
14030209,757508.00
14030210,756822.00
14030211,750800.00
14030212,750844.00
